,State,District,Year,Crime_Type,Cases_Reported,Chargesheeted,Convictions,Population,Crime_Rate_per_100k,Latitude,Longitude,Risk_Level,Safety_Score
9066,West Bengal,Birbhum,2020,Burglary,1072,743,333,5057807,21.19,24.0621532,87.6982823,Medium,85.32954860149543
9067,West Bengal,Birbhum,2020,Cybercrime,344,223,122,5057807,6.8,24.0621532,87.6982823,Low,95.29216283577956
9068,West Bengal,Birbhum,2020,Dowry Deaths,80,74,30,5057807,1.58,24.0621532,87.6982823,Low,98.90612018831348
9069,West Bengal,Birbhum,2020,Fraud,137,121,64,5057807,2.71,24.0621532,87.6982823,Low,98.1237884242592
9070,West Bengal,Birbhum,2021,Murder,128,116,76,5057807,2.53,24.0621532,87.6982823,Low,98.2484076433121
9071,West Bengal,Birbhum,2021,Rape,56,42,20,5057807,1.11,24.0621532,87.6982823,Low,99.23151481584048
9072,West Bengal,Birbhum,2021,Kidnapping,300,270,107,5057807,5.93,24.0621532,87.6982823,Low,95.89448906120188
9073,West Bengal,Birbhum,2021,Theft,502,373,223,5057807,9.93,24.0621532,87.6982823,Low,93.12517308224868
9074,West Bengal,Birbhum,2021,Robbery,743,499,269,5057807,14.69,24.0621532,87.6982823,Low,89.82968706729437
9075,West Bengal,Birbhum,2021,Assault,668,442,215,5057807,13.21,24.0621532,87.6982823,Low,90.85433397950706
9076,West Bengal,Birbhum,2021,Burglary,266,200,140,5057807,5.26,24.0621532,87.6982823,Low,96.35834948767655
9077,West Bengal,Birbhum,2021,Cybercrime,626,448,316,5057807,12.38,24.0621532,87.6982823,Low,91.42896704513984
9078,West Bengal,Birbhum,2021,Dowry Deaths,133,113,82,5057807,2.63,24.0621532,87.6982823,Low,98.17917474383827
9079,West Bengal,Birbhum,2021,Fraud,654,470,349,5057807,12.93,24.0621532,87.6982823,Low,91.04818609803378
9080,West Bengal,Birbhum,2022,Murder,92,65,39,5057807,1.82,24.0621532,87.6982823,Low,98.7399612295763
9081,West Bengal,Birbhum,2022,Rape,1049,844,551,5057807,20.74,24.0621532,87.6982823,Medium,85.64109664912766
9082,West Bengal,Birbhum,2022,Kidnapping,1060,766,434,5057807,20.96,24.0621532,87.6982823,Medium,85.48878427028524
9083,West Bengal,Birbhum,2022,Theft,186,156,82,5057807,3.68,24.0621532,87.6982823,Low,97.45222929936305
9084,West Bengal,Birbhum,2022,Robbery,872,670,354,5057807,17.24,24.0621532,87.6982823,Low,88.06424813071172
9085,West Bengal,Birbhum,2022,Assault,271,217,152,5057807,5.36,24.0621532,87.6982823,Low,96.28911658820272
9086,West Bengal,Birbhum,2022,Burglary,848,607,308,5057807,16.77,24.0621532,87.6982823,Low,88.38964275823872
9087,West Bengal,Birbhum,2022,Cybercrime,211,184,101,5057807,4.17,24.0621532,87.6982823,Low,97.11298809194129
9088,West Bengal,Birbhum,2022,Dowry Deaths,683,499,270,5057807,13.5,24.0621532,87.6982823,Low,90.65355857103296
9089,West Bengal,Birbhum,2022,Fraud,284,237,84,5057807,5.62,24.0621532,87.6982823,Low,96.10911104957076
9090,West Bengal,Birbhum,2023,Murder,682,491,173,5057807,13.48,24.0621532,87.6982823,Low,90.66740515092772
9091,West Bengal,Birbhum,2023,Rape,950,670,349,5057807,18.78,24.0621532,87.6982823,Low,86.99806147881473
9092,West Bengal,Birbhum,2023,Kidnapping,584,469,183,5057807,11.55,24.0621532,87.6982823,Low,92.00360011077264
9093,West Bengal,Birbhum,2023,Theft,439,382,142,5057807,8.68,24.0621532,87.6982823,Low,93.99058432567156
9094,West Bengal,Birbhum,2023,Robbery,20,18,9,5057807,0.4,24.0621532,87.6982823,Low,99.72306840210469
9095,West Bengal,Birbhum,2023,Assault,113,85,54,5057807,2.23,24.0621532,87.6982823,Low,98.45610634173359
9096,West Bengal,Birbhum,2023,Burglary,424,301,169,5057807,8.38,24.0621532,87.6982823,Low,94.19828302409304
9097,West Bengal,Birbhum,2023,Cybercrime,579,462,312,5057807,11.45,24.0621532,87.6982823,Low,92.07283301024647
9098,West Bengal,Birbhum,2023,Dowry Deaths,156,119,62,5057807,3.08,24.0621532,87.6982823,Low,97.86762669620603
9099,West Bengal,Birbhum,2023,Fraud,776,712,460,5057807,15.34,24.0621532,87.6982823,Low,89.37967322071448
9100,West Bengal,Alipurduar,2014,Murder,616,496,262,862012,71.46,26.4851573,89.5246926,High,50.52617003600111
9101,West Bengal,Alipurduar,2014,Rape,472,409,304,862012,54.76,26.4851573,89.5246926,High,62.08806424813071
9102,West Bengal,Alipurduar,2014,Kidnapping,1101,931,348,862012,127.72,26.4851573,89.5246926,High,11.575740792024362
9103,West Bengal,Alipurduar,2014,Theft,542,390,224,862012,62.88,26.4851573,89.5246926,High,56.46635281085572
9104,West Bengal,Alipurduar,2014,Robbery,878,752,364,862012,101.85,26.4851573,89.5246926,High,29.48629188590418
9105,West Bengal,Alipurduar,2014,Assault,874,727,467,862012,101.39,26.4851573,89.5246926,High,29.804763223483803
9106,West Bengal,Alipurduar,2014,Burglary,428,379,189,862012,49.65,26.4851573,89.5246926,High,65.62586541124342
9107,West Bengal,Alipurduar,2014,Cybercrime,985,824,320,862012,114.27,26.4851573,89.5246926,High,20.8875657712545
9108,West Bengal,Alipurduar,2014,Dowry Deaths,414,276,154,862012,48.03,26.4851573,89.5246926,High,66.74743838271947
9109,West Bengal,Alipurduar,2014,Fraud,357,276,201,862012,41.41,26.4851573,89.5246926,High,71.33065632788701
9110,West Bengal,Alipurduar,2015,Murder,606,560,252,862012,70.3,26.4851573,89.5246926,High,51.32927166989754
9111,West Bengal,Alipurduar,2015,Rape,57,45,30,862012,6.61,26.4851573,89.5246926,Low,95.42370534477983
9112,West Bengal,Alipurduar,2015,Kidnapping,165,123,58,862012,19.14,26.4851573,89.5246926,Low,86.74882304070894
9113,West Bengal,Alipurduar,2015,Theft,969,646,244,862012,112.41,26.4851573,89.5246926,High,22.175297701467727
9114,West Bengal,Alipurduar,2015,Robbery,956,903,350,862012,110.9,26.4851573,89.5246926,High,23.22071448352257
9115,West Bengal,Alipurduar,2015,Assault,237,174,90,862012,27.49,26.4851573,89.5246926,High,80.96787593464414
9116,West Bengal,Alipurduar,2015,Burglary,519,477,301,862012,60.21,26.4851573,89.5246926,High,58.31487122680697
9117,West Bengal,Alipurduar,2015,Cybercrime,1108,945,523,862012,128.54,26.4851573,89.5246926,High,11.008031016338975
9118,West Bengal,Alipurduar,2015,Dowry Deaths,326,288,182,862012,37.82,26.4851573,89.5246926,High,73.81611741899751
9119,West Bengal,Alipurduar,2015,Fraud,96,85,35,862012,11.14,26.4851573,89.5246926,Low,92.28745499861535
9120,West Bengal,Alipurduar,2016,Murder,682,540,385,862012,79.12,26.4851573,89.5246926,High,45.22292993630573
9121,West Bengal,Alipurduar,2016,Rape,638,457,209,862012,74.01,26.4851573,89.5246926,High,48.76073109941844
9122,West Bengal,Alipurduar,2016,Kidnapping,702,593,408,862012,81.44,26.4851573,89.5246926,High,43.616726668512875
9123,West Bengal,Alipurduar,2016,Theft,255,236,129,862012,29.58,26.4851573,89.5246926,High,79.5209083356411
9124,West Bengal,Alipurduar,2016,Robbery,1002,873,563,862012,116.24,26.4851573,89.5246926,High,19.523677651620048
9125,West Bengal,Alipurduar,2016,Assault,794,647,457,862012,92.11,26.4851573,89.5246926,High,36.22957629465522
9126,West Bengal,Alipurduar,2016,Burglary,284,261,164,862012,32.95,26.4851573,89.5246926,High,77.18775962337303
9127,West Bengal,Alipurduar,2016,Cybercrime,203,177,63,862012,23.55,26.4851573,89.5246926,High,83.69565217391305
9128,West Bengal,Alipurduar,2016,Dowry Deaths,350,302,185,862012,40.6,26.4851573,89.5246926,High,71.89144281362503
9129,West Bengal,Alipurduar,2016,Fraud,395,280,180,862012,45.82,26.4851573,89.5246926,High,68.2774854610911
9130,West Bengal,Alipurduar,2017,Murder,741,556,284,862012,85.96,26.4851573,89.5246926,High,40.487399612295775
9131,West Bengal,Alipurduar,2017,Rape,64,44,28,862012,7.42,26.4851573,89.5246926,Low,94.86291885904181
9132,West Bengal,Alipurduar,2017,Kidnapping,824,700,430,862012,95.59,26.4851573,89.5246926,High,33.820271392965935
9133,West Bengal,Alipurduar,2017,Theft,60,50,31,862012,6.96,26.4851573,89.5246926,Low,95.18139019662144
9134,West Bengal,Alipurduar,2017,Robbery,181,143,65,862012,21.0,26.4851573,89.5246926,Medium,85.4610911104957
9135,West Bengal,Alipurduar,2017,Assault,263,230,170,862012,30.51,26.4851573,89.5246926,High,78.87704237053447
9136,West Bengal,Alipurduar,2017,Burglary,336,221,85,862012,38.98,26.4851573,89.5246926,High,73.01301578510109
9137,West Bengal,Alipurduar,2017,Cybercrime,1131,756,352,862012,131.2,26.4851573,89.5246926,High,9.166435890335094
9138,West Bengal,Alipurduar,2017,Dowry Deaths,901,789,542,862012,104.52,26.4851573,89.5246926,High,27.63777346995292
9139,West Bengal,Alipurduar,2017,Fraud,27,21,10,862012,3.13,26.4851573,89.5246926,Low,97.83301024646912
9140,West Bengal,Alipurduar,2018,Murder,865,613,318,862012,100.35,26.4851573,89.5246926,High,30.52478537801163
9141,West Bengal,Alipurduar,2018,Rape,825,632,282,862012,95.71,26.4851573,89.5246926,High,33.73719191359734
9142,West Bengal,Alipurduar,2018,Kidnapping,481,432,266,862012,55.8,26.4851573,89.5246926,High,61.36804209360288
9143,West Bengal,Alipurduar,2018,Theft,804,716,257,862012,93.27,26.4851573,89.5246926,High,35.426474660758785
9144,West Bengal,Alipurduar,2018,Robbery,667,478,339,862012,77.38,26.4851573,89.5246926,High,46.42758238715038
9145,West Bengal,Alipurduar,2018,Assault,835,646,281,862012,96.87,26.4851573,89.5246926,High,32.93409027970091
9146,West Bengal,Alipurduar,2018,Burglary,626,512,363,862012,72.62,26.4851573,89.5246926,High,49.72306840210467
9147,West Bengal,Alipurduar,2018,Cybercrime,1116,1052,750,862012,129.46,26.4851573,89.5246926,High,10.371088341179728
9148,West Bengal,Alipurduar,2018,Dowry Deaths,217,164,99,862012,25.17,26.4851573,89.5246926,High,82.57407920243699
9149,West Bengal,Alipurduar,2018,Fraud,913,646,409,862012,105.91,26.4851573,89.5246926,High,26.67543616726668
9150,West Bengal,Alipurduar,2019,Murder,605,447,294,862012,70.18,26.4851573,89.5246926,High,51.41235114926613
9151,West Bengal,Alipurduar,2019,Rape,447,338,219,862012,51.86,26.4851573,89.5246926,High,64.09581833287177
9152,West Bengal,Alipurduar,2019,Kidnapping,759,640,406,862012,88.05,26.4851573,89.5246926,High,39.040432013292715
9153,West Bengal,Alipurduar,2019,Theft,178,159,55,862012,20.65,26.4851573,89.5246926,Medium,85.70340625865411
9154,West Bengal,Alipurduar,2019,Robbery,722,498,222,862012,83.76,26.4851573,89.5246926,High,42.01052340072001
9155,West Bengal,Alipurduar,2019,Assault,173,131,59,862012,20.07,26.4851573,89.5246926,Medium,86.10495707560233
9156,West Bengal,Alipurduar,2019,Burglary,28,26,13,862012,3.25,26.4851573,89.5246926,Low,97.74993076710052
9157,West Bengal,Alipurduar,2019,Cybercrime,105,85,52,862012,12.18,26.4851573,89.5246926,Low,91.5674328440875
9158,West Bengal,Alipurduar,2019,Dowry Deaths,693,461,320,862012,80.39,26.4851573,89.5246926,High,44.34367211298809
9159,West Bengal,Alipurduar,2019,Fraud,218,192,134,862012,25.29,26.4851573,89.5246926,High,82.4909997230684
9160,West Bengal,Alipurduar,2020,Murder,295,237,143,862012,34.22,26.4851573,89.5246926,High,76.30850180005538
9161,West Bengal,Alipurduar,2020,Rape,71,47,30,862012,8.24,26.4851573,89.5246926,Low,94.29520908335641
9162,West Bengal,Alipurduar,2020,Kidnapping,245,190,72,862012,28.42,26.4851573,89.5246926,High,80.32400996953751
9163,West Bengal,Alipurduar,2020,Theft,1164,976,583,862012,135.03,26.4851573,89.5246926,High,6.514815840487401
9164,West Bengal,Alipurduar,2020,Robbery,684,456,312,862012,79.35,26.4851573,89.5246926,High,45.06369426751593
9165,West Bengal,Alipurduar,2020,Assault,822,639,372,862012,95.36,26.4851573,89.5246926,High,33.97950706175574
9166,West Bengal,Alipurduar,2020,Burglary,366,255,108,862012,42.46,26.4851573,89.5246926,High,70.6037108834118
9167,West Bengal,Alipurduar,2020,Cybercrime,1172,854,608,862012,135.96,26.4851573,89.5246926,High,5.870949875380774
9168,West Bengal,Alipurduar,2020,Dowry Deaths,1184,881,364,862012,137.35,26.4851573,89.5246926,High,4.908612572694551
9169,West Bengal,Alipurduar,2020,Fraud,593,493,279,862012,68.79,26.4851573,89.5246926,High,52.37468845195236
9170,West Bengal,Alipurduar,2021,Murder,1172,797,367,862012,135.96,26.4851573,89.5246926,High,5.870949875380774
9171,West Bengal,Alipurduar,2021,Rape,583,462,195,862012,67.63,26.4851573,89.5246926,High,53.1777900858488
9172,West Bengal,Alipurduar,2021,Kidnapping,506,400,219,862012,58.7,26.4851573,89.5246926,High,59.36028800886181
9173,West Bengal,Alipurduar,2021,Theft,561,468,260,862012,65.08,26.4851573,89.5246926,High,54.94322902243146
9174,West Bengal,Alipurduar,2021,Robbery,325,213,135,862012,37.7,26.4851573,89.5246926,High,73.8991968983661
9175,West Bengal,Alipurduar,2021,Assault,809,616,450,862012,93.85,26.4851573,89.5246926,High,35.02492384381058
9176,West Bengal,Alipurduar,2021,Burglary,394,258,96,862012,45.71,26.4851573,89.5246926,High,68.35364165051232
9177,West Bengal,Alipurduar,2021,Cybercrime,1181,876,412,862012,137.01,26.4851573,89.5246926,High,5.144004430905568
9178,West Bengal,Alipurduar,2021,Dowry Deaths,312,240,149,862012,36.19,26.4851573,89.5246926,High,74.94461368042093
9179,West Bengal,Alipurduar,2021,Fraud,737,516,283,862012,85.5,26.4851573,89.5246926,High,40.80587094987538
9180,West Bengal,Alipurduar,2022,Murder,128,120,55,862012,14.85,26.4851573,89.5246926,Low,89.71891442813626
9181,West Bengal,Alipurduar,2022,Rape,570,535,397,862012,66.12,26.4851573,89.5246926,High,54.22320686790362
9182,West Bengal,Alipurduar,2022,Kidnapping,753,644,317,862012,87.35,26.4851573,89.5246926,High,39.525062309609524
9183,West Bengal,Alipurduar,2022,Theft,271,252,121,862012,31.44,26.4851573,89.5246926,High,78.23317640542786
9184,West Bengal,Alipurduar,2022,Robbery,1155,757,396,862012,133.99,26.4851573,89.5246926,High,7.234837995015226
9185,West Bengal,Alipurduar,2022,Assault,1174,1065,406,862012,136.19,26.4851573,89.5246926,High,5.711714206590969
9186,West Bengal,Alipurduar,2022,Burglary,764,652,279,862012,88.63,26.4851573,89.5246926,High,38.638881196344514
9187,West Bengal,Alipurduar,2022,Cybercrime,1057,959,495,862012,122.62,26.4851573,89.5246926,High,15.1066186651897
9188,West Bengal,Alipurduar,2022,Dowry Deaths,393,340,181,862012,45.59,26.4851573,89.5246926,High,68.43672112988092
9189,West Bengal,Alipurduar,2022,Fraud,310,229,118,862012,35.96,26.4851573,89.5246926,High,75.10384934921075
9190,West Bengal,Alipurduar,2023,Murder,441,359,240,862012,51.16,26.4851573,89.5246926,High,64.5804486291886
9191,West Bengal,Alipurduar,2023,Rape,1003,770,532,862012,116.36,26.4851573,89.5246926,High,19.440598172251455
9192,West Bengal,Alipurduar,2023,Kidnapping,288,205,139,862012,33.41,26.4851573,89.5246926,High,76.8692882857934
9193,West Bengal,Alipurduar,2023,Theft,1079,961,442,862012,125.17,26.4851573,89.5246926,High,13.341179728607031
9194,West Bengal,Alipurduar,2023,Robbery,153,115,46,862012,17.75,26.4851573,89.5246926,Low,87.71116034339518
9195,West Bengal,Alipurduar,2023,Assault,935,768,563,862012,108.47,26.4851573,89.5246926,High,24.903073940736647
9196,West Bengal,Alipurduar,2023,Burglary,175,128,46,862012,20.3,26.4851573,89.5246926,Medium,85.94572140681251
9197,West Bengal,Alipurduar,2023,Cybercrime,598,465,185,862012,69.37,26.4851573,89.5246926,High,51.97313763500415
9198,West Bengal,Alipurduar,2023,Dowry Deaths,421,301,112,862012,48.84,26.4851573,89.5246926,High,66.18665189698143
9199,West Bengal,Alipurduar,2023,Fraud,1134,893,427,862012,131.55,26.4851573,89.5246926,High,8.924120742176683
9200,West Bengal,Kalimpong,2014,Murder,108,94,46,2334973,4.63,27.0702869,88.4723676,Low,96.79451675436167
9201,West Bengal,Kalimpong,2014,Rape,21,19,11,2334973,0.9,27.0702869,88.4723676,Low,99.37690390473553
9202,West Bengal,Kalimpong,2014,Kidnapping,646,439,225,2334973,27.67,27.0702869,88.4723676,High,80.84325671559125
9203,West Bengal,Kalimpong,2014,Theft,49,38,15,2334973,2.1,27.0702869,88.4723676,Low,98.54610911104957
9204,West Bengal,Kalimpong,2014,Robbery,368,314,116,2334973,15.76,27.0702869,88.4723676,Low,89.08889504292439
9205,West Bengal,Kalimpong,2014,Assault,455,399,201,2334973,19.49,27.0702869,88.4723676,Low,86.50650789255054
9206,West Bengal,Kalimpong,2014,Burglary,923,837,439,2334973,39.53,27.0702869,88.4723676,High,72.63223483799501
9207,West Bengal,Kalimpong,2014,Cybercrime,1045,814,432,2334973,44.75,27.0702869,88.4723676,High,69.01827748546108
9208,West Bengal,Kalimpong,2014,Dowry Deaths,335,250,148,2334973,14.35,27.0702869,88.4723676,Low,90.0650789255054
9209,West Bengal,Kalimpong,2014,Fraud,832,567,378,2334973,35.63,27.0702869,88.4723676,High,75.33231791747438
9210,West Bengal,Kalimpong,2015,Murder,312,239,99,2334973,13.36,27.0702869,88.4723676,Low,90.75048463029631
9211,West Bengal,Kalimpong,2015,Rape,254,225,125,2334973,10.88,27.0702869,88.4723676,Low,92.4674605372473
9212,West Bengal,Kalimpong,2015,Kidnapping,125,85,32,2334973,5.35,27.0702869,88.4723676,Low,96.2960398781501
9213,West Bengal,Kalimpong,2015,Theft,395,308,108,2334973,16.92,27.0702869,88.4723676,Low,88.28579340902797
9214,West Bengal,Kalimpong,2015,Robbery,23,17,7,2334973,0.99,27.0702869,88.4723676,Low,99.31459429520908
9215,West Bengal,Kalimpong,2015,Assault,854,737,395,2334973,36.57,27.0702869,88.4723676,High,74.68152866242039
9216,West Bengal,Kalimpong,2015,Burglary,563,434,190,2334973,24.11,27.0702869,88.4723676,High,83.30794793685959
9217,West Bengal,Kalimpong,2015,Cybercrime,1143,882,552,2334973,48.95,27.0702869,88.4723676,High,66.11049570756023
9218,West Bengal,Kalimpong,2015,Dowry Deaths,955,635,466,2334973,40.9,27.0702869,88.4723676,High,71.68374411520355
9219,West Bengal,Kalimpong,2015,Fraud,237,179,81,2334973,10.15,27.0702869,88.4723676,Low,92.97286070340625
9220,West Bengal,Kalimpong,2016,Murder,162,105,59,2334973,6.94,27.0702869,88.4723676,Low,95.1952367765162
9221,West Bengal,Kalimpong,2016,Rape,580,384,234,2334973,24.84,27.0702869,88.4723676,High,82.80254777070064
9222,West Bengal,Kalimpong,2016,Kidnapping,601,414,307,2334973,25.74,27.0702869,88.4723676,High,82.17945167543617
9223,West Bengal,Kalimpong,2016,Theft,1051,989,403,2334973,45.01,27.0702869,88.4723676,High,68.83827194682914
9224,West Bengal,Kalimpong,2016,Robbery,491,337,127,2334973,21.03,27.0702869,88.4723676,Medium,85.44032124065356
9225,West Bengal,Kalimpong,2016,Assault,862,743,404,2334973,36.92,27.0702869,88.4723676,High,74.43921351426198
9226,West Bengal,Kalimpong,2016,Burglary,155,121,46,2334973,6.64,27.0702869,88.4723676,Low,95.40293547493769
9227,West Bengal,Kalimpong,2016,Cybercrime,463,321,117,2334973,19.83,27.0702869,88.4723676,Low,86.27111603433951
9228,West Bengal,Kalimpong,2016,Dowry Deaths,164,129,67,2334973,7.02,27.0702869,88.4723676,Low,95.13985045693714
9229,West Bengal,Kalimpong,2016,Fraud,52,42,17,2334973,2.23,27.0702869,88.4723676,Low,98.45610634173359
9230,West Bengal,Kalimpong,2017,Murder,843,713,311,2334973,36.1,27.0702869,88.4723676,High,75.00692328994738
9231,West Bengal,Kalimpong,2017,Rape,32,21,11,2334973,1.37,27.0702869,88.4723676,Low,99.05150927720852
9232,West Bengal,Kalimpong,2017,Kidnapping,1175,1068,747,2334973,50.32,27.0702869,88.4723676,High,65.16200498476877
9233,West Bengal,Kalimpong,2017,Theft,487,321,192,2334973,20.86,27.0702869,88.4723676,Medium,85.55801716975907
9234,West Bengal,Kalimpong,2017,Robbery,809,685,512,2334973,34.65,27.0702869,88.4723676,High,76.01080033231791
9235,West Bengal,Kalimpong,2017,Assault,287,259,138,2334973,12.29,27.0702869,88.4723676,Low,91.4912766546663
9236,West Bengal,Kalimpong,2017,Burglary,939,840,474,2334973,40.21,27.0702869,88.4723676,High,72.16145112157298
9237,West Bengal,Kalimpong,2017,Cybercrime,986,783,568,2334973,42.23,27.0702869,88.4723676,High,70.76294655220161
9238,West Bengal,Kalimpong,2017,Dowry Deaths,348,319,142,2334973,14.9,27.0702869,88.4723676,Low,89.68429797839934
9239,West Bengal,Kalimpong,2017,Fraud,436,302,127,2334973,18.67,27.0702869,88.4723676,Low,87.07421766823595
9240,West Bengal,Kalimpong,2018,Murder,477,443,198,2334973,20.43,27.0702869,88.4723676,Medium,85.85571863749654
9241,West Bengal,Kalimpong,2018,Rape,904,727,490,2334973,38.72,27.0702869,88.4723676,High,73.19302132373303
9242,West Bengal,Kalimpong,2018,Kidnapping,387,293,138,2334973,16.57,27.0702869,88.4723676,Low,88.52810855718637
9243,West Bengal,Kalimpong,2018,Theft,1003,849,538,2334973,42.96,27.0702869,88.4723676,High,70.25754638604265
9244,West Bengal,Kalimpong,2018,Robbery,339,266,119,2334973,14.52,27.0702869,88.4723676,Low,89.9473829963999
9245,West Bengal,Kalimpong,2018,Assault,668,522,361,2334973,28.61,27.0702869,88.4723676,High,80.19246746053724
9246,West Bengal,Kalimpong,2018,Burglary,954,746,465,2334973,40.86,27.0702869,88.4723676,High,71.71143727499307
9247,West Bengal,Kalimpong,2018,Cybercrime,424,332,157,2334973,18.16,27.0702869,88.4723676,Low,87.42730545555247
9248,West Bengal,Kalimpong,2018,Dowry Deaths,312,212,137,2334973,13.36,27.0702869,88.4723676,Low,90.75048463029631
9249,West Bengal,Kalimpong,2018,Fraud,509,449,333,2334973,21.8,27.0702869,88.4723676,Medium,84.90722791470506
9250,West Bengal,Kalimpong,2019,Murder,1139,797,407,2334973,48.78,27.0702869,88.4723676,High,66.22819163666574
9251,West Bengal,Kalimpong,2019,Rape,276,217,77,2334973,11.82,27.0702869,88.4723676,Low,91.8166712821933
9252,West Bengal,Kalimpong,2019,Kidnapping,327,300,120,2334973,14.0,27.0702869,88.4723676,Low,90.3073940736638
9253,West Bengal,Kalimpong,2019,Theft,278,201,130,2334973,11.91,27.0702869,88.4723676,Low,91.75436167266685
9254,West Bengal,Kalimpong,2019,Robbery,456,411,198,2334973,19.53,27.0702869,88.4723676,Low,86.47881473276101
9255,West Bengal,Kalimpong,2019,Assault,122,95,67,2334973,5.22,27.0702869,88.4723676,Low,96.38604264746607
9256,West Bengal,Kalimpong,2019,Burglary,1163,997,459,2334973,49.81,27.0702869,88.4723676,High,65.5150927720853
9257,West Bengal,Kalimpong,2019,Cybercrime,101,73,47,2334973,4.33,27.0702869,88.4723676,Low,97.00221545278316
9258,West Bengal,Kalimpong,2019,Dowry Deaths,288,189,77,2334973,12.33,27.0702869,88.4723676,Low,91.46358349487676
9259,West Bengal,Kalimpong,2019,Fraud,1072,730,361,2334973,45.91,27.0702869,88.4723676,High,68.21517585156467
9260,West Bengal,Kalimpong,2020,Murder,300,205,85,2334973,12.85,27.0702869,88.4723676,Low,91.10357241761285
9261,West Bengal,Kalimpong,2020,Rape,803,526,388,2334973,34.39,27.0702869,88.4723676,High,76.19080587094987
9262,West Bengal,Kalimpong,2020,Kidnapping,399,276,132,2334973,17.09,27.0702869,88.4723676,Low,88.16809747992247
9263,West Bengal,Kalimpong,2020,Theft,1155,916,559,2334973,49.47,27.0702869,88.4723676,High,65.75048463029631
9264,West Bengal,Kalimpong,2020,Robbery,893,711,415,2334973,38.24,27.0702869,88.4723676,High,73.52533924120742
9265,West Bengal,Kalimpong,2020,Assault,623,510,362,2334973,26.68,27.0702869,88.4723676,High,81.52866242038216
9266,West Bengal,Kalimpong,2020,Burglary,330,295,215,2334973,14.13,27.0702869,88.4723676,Low,90.21739130434783
9267,West Bengal,Kalimpong,2020,Cybercrime,835,691,487,2334973,35.76,27.0702869,88.4723676,High,75.24231514815841
9268,West Bengal,Kalimpong,2020,Dowry Deaths,783,562,287,2334973,33.53,27.0702869,88.4723676,High,76.78620880642481
9269,West Bengal,Kalimpong,2020,Fraud,868,767,559,2334973,37.17,27.0702869,88.4723676,High,74.2661312655774
9270,West Bengal,Kalimpong,2021,Murder,1083,905,511,2334973,46.38,27.0702869,88.4723676,High,67.88978122403766
9271,West Bengal,Kalimpong,2021,Rape,302,260,150,2334973,12.93,27.0702869,88.4723676,Low,91.04818609803378
9272,West Bengal,Kalimpong,2021,Kidnapping,467,343,153,2334973,20.0,27.0702869,88.4723676,Medium,86.153420105234
9273,West Bengal,Kalimpong,2021,Theft,201,138,84,2334973,8.61,27.0702869,88.4723676,Low,94.03904735530324
9274,West Bengal,Kalimpong,2021,Robbery,318,264,151,2334973,13.62,27.0702869,88.4723676,Low,90.57047909166435
9275,West Bengal,Kalimpong,2021,Assault,629,472,180,2334973,26.94,27.0702869,88.4723676,High,81.3486568817502
9276,West Bengal,Kalimpong,2021,Burglary,1009,757,483,2334973,43.21,27.0702869,88.4723676,High,70.08446413735807
9277,West Bengal,Kalimpong,2021,Cybercrime,901,774,307,2334973,38.59,27.0702869,88.4723676,High,73.28302409304902
9278,West Bengal,Kalimpong,2021,Dowry Deaths,425,284,206,2334973,18.2,27.0702869,88.4723676,Low,87.39961229576295
9279,West Bengal,Kalimpong,2021,Fraud,464,379,223,2334973,19.87,27.0702869,88.4723676,Low,86.24342287454999
9280,West Bengal,Kalimpong,2022,Murder,1115,949,514,2334973,47.75,27.0702869,88.4723676,High,66.94129050124619
9281,West Bengal,Kalimpong,2022,Rape,275,193,88,2334973,11.78,27.0702869,88.4723676,Low,91.84436444198283
9282,West Bengal,Kalimpong,2022,Kidnapping,1121,760,516,2334973,48.01,27.0702869,88.4723676,High,66.76128496261424
9283,West Bengal,Kalimpong,2022,Theft,648,604,350,2334973,27.75,27.0702869,88.4723676,High,80.78787039601218
9284,West Bengal,Kalimpong,2022,Robbery,769,587,352,2334973,32.93,27.0702869,88.4723676,High,77.2016062032678
9285,West Bengal,Kalimpong,2022,Assault,1012,805,521,2334973,43.34,27.0702869,88.4723676,High,69.9944613680421
9286,West Bengal,Kalimpong,2022,Burglary,1156,901,633,2334973,49.51,27.0702869,88.4723676,High,65.72279147050679
9287,West Bengal,Kalimpong,2022,Cybercrime,1142,915,320,2334973,48.91,27.0702869,88.4723676,High,66.13818886734977
9288,West Bengal,Kalimpong,2022,Dowry Deaths,775,570,245,2334973,33.19,27.0702869,88.4723676,High,77.02160066463584
9289,West Bengal,Kalimpong,2022,Fraud,154,143,58,2334973,6.6,27.0702869,88.4723676,Low,95.43062863472723
9290,West Bengal,Kalimpong,2023,Murder,626,466,323,2334973,26.81,27.0702869,88.4723676,High,81.43865965106619
9291,West Bengal,Kalimpong,2023,Rape,829,660,356,2334973,35.5,27.0702869,88.4723676,High,75.42232068679036
9292,West Bengal,Kalimpong,2023,Kidnapping,890,753,386,2334973,38.12,27.0702869,88.4723676,High,73.60841872057603
9293,West Bengal,Kalimpong,2023,Theft,555,362,178,2334973,23.77,27.0702869,88.4723676,High,83.54333979507062
9294,West Bengal,Kalimpong,2023,Robbery,679,592,338,2334973,29.08,27.0702869,88.4723676,High,79.86707283301024
9295,West Bengal,Kalimpong,2023,Assault,366,281,119,2334973,15.67,27.0702869,88.4723676,Low,89.15120465245084
